2025-01-23 09:30:12,Taipei,27\u00baC
2025-01-23 09:30:14,Taipei,24\u00baC
2025-01-23 09:30:15,Taipei,32\u00baC
2025-01-23 09:30:16,Taichung,22\u00baC
2025-01-23 09:30:17,Taichung,29\u00baC
2025-01-23 09:30:18,Taipei,26\u00baC
2025-01-23 09:30:19,Taipei,31\u00baC
2025-01-23 09:30:20,Taichung,29\u00baC
2025-01-23 09:30:21,Taichung,20\u00baC
2025-01-23 09:30:22,Taipei,19\u00baC
2025-01-23 09:30:12,Taipei,27\u00baC
2025-01-23 09:30:14,Taipei,24\u00baC
2025-01-23 09:30:15,Taipei,32\u00baC
2025-01-23 09:30:16,Taichung,22\u00baC
2025-01-23 09:30:17,Taichung,29\u00baC
2025-01-23 09:30:18,Taipei,26\u00baC
2025-01-23 09:30:19,Taipei,31\u00baC
2025-01-23 09:30:20,Taichung,29\u00baC
2025-01-23 09:30:21,Taichung,20\u00baC
2025-01-23 09:30:22,Taipei,19\u00baC
2025-01-23 09:30:12,Taipei,27\u00baC
2025-01-23 09:30:14,Taipei,24\u00baC
2025-01-23 09:30:15,Taipei,32\u00baC
2025-01-23 09:30:16,Taichung,22\u00baC
2025-01-23 09:30:17,Taichung,29\u00baC
2025-01-23 09:30:18,Taipei,26\u00baC
2025-01-23 09:30:19,Taipei,31\u00baC
2025-01-23 09:30:20,Taichung,29\u00baC
2025-01-23 09:30:21,Taichung,20\u00baC
2025-01-23 09:30:22,Taipei,19\u00baC
hi, this is arthur
2025-01-23 10:02:43,Taipei,21\u00baC
2025-01-23 10:02:44,Taipei,19\u00baC
2025-01-23 10:02:45,Taichung,30\u00baC
2025-01-23 10:02:46,Taipei,32\u00baC
2025-01-23 10:02:47,Taichung,27\u00baC
2025-01-23 10:02:48,Taichung,25\u00baC
2025-01-23 10:02:49,Taichung,18\u00baC
2025-01-23 10:02:50,Taichung,20\u00baC
2025-01-23 10:02:51,Taichung,25\u00baC
2025-01-23 10:02:52,Taichung,32\u00baC
2025-01-23 10:12:41,Arthur,36ºC
2025-01-23 11:20:36,Moline,26\u00baC
2025-01-23 11:20:37,Chicago,22\u00baC
2025-01-23 11:20:38,Pune,23\u00baC
2025-01-23 11:20:39,Pittsburgh,29\u00baC
2025-01-23 11:20:40,Pune,23\u00baC
2025-01-23 11:20:41,Moline,24\u00baC
2025-01-23 11:20:42,Moline,23\u00baC
2025-01-23 11:20:43,Chicago,29\u00baC
2025-01-23 11:20:44,Moline,20\u00baC
2025-01-23 11:20:45,Chicago,24\u00baC
2025-01-23 11:27:52,Mumbai,28\u00baC
2025-01-23 11:27:53,Pune,28\u00baC
2025-01-23 11:27:54,Chicago,19\u00baC
2025-01-23 11:27:55,Pittsburgh,22\u00baC
2025-01-23 11:27:56,Chicago,20\u00baC
2025-01-23 11:27:57,Pune,26\u00baC
2025-01-23 11:27:58,Pune,31\u00baC
2025-01-23 11:27:59,Mumbai,32\u00baC
2025-01-23 11:28:00,Moline,26\u00baC
2025-01-23 11:28:01,Pune,21\u00baC
2025-01-23 11:29:15,New York,23\u00baC
2025-01-23 11:29:16,Paris,29\u00baC
2025-01-23 11:29:17,Tokyo,26\u00baC
2025-01-23 11:29:18,Sydney,32\u00baC
2025-01-23 11:29:19,London,22\u00baC
2025-01-23 11:29:20,London,23\u00baC
2025-01-23 11:29:21,Paris,18\u00baC
2025-01-23 11:29:22,Sydney,24\u00baC
2025-01-23 11:29:23,Tokyo,32\u00baC
2025-01-23 11:29:24,New York,19\u00baC
2025-01-23 12:59:47,Pittsburgh,24\u00baC
2025-01-23 12:59:48,Pittsburgh,20\u00baC
2025-01-23 12:59:49,Beijing,24\u00baC
2025-01-23 12:59:50,Beijing,26\u00baC
2025-01-23 12:59:51,Seoul,27\u00baC
2025-01-23 12:59:52,Seoul,18\u00baC
2025-01-23 12:59:53,Beijing,18\u00baC
2025-01-23 12:59:54,Seoul,24\u00baC
2025-01-23 12:59:55,Seoul,26\u00baC
2025-01-23 12:59:56,Beijing,27\u00baC
2025-01-23 13:13:34,Pittsburgh,32\u00baC
2025-01-23 13:13:35,Seoul,19\u00baC
2025-01-23 13:13:36,Beijing,31\u00baC
2025-01-23 13:13:37,Beijing,31\u00baC
2025-01-23 13:13:38,Seoul,26\u00baC
2025-01-23 13:13:39,Beijing,24\u00baC
2025-01-23 13:13:40,Beijing,21\u00baC
2025-01-23 13:13:41,Pittsburgh,19\u00baC
2025-01-23 13:13:42,Pittsburgh,27\u00baC
2025-01-23 13:13:43,Pittsburgh,28\u00baC
2025-01-23 13:18:11,Beijing,23\u00baC
2025-01-23 13:18:12,Pittsburgh,32\u00baC
2025-01-23 13:18:13,Chicago,18\u00baC
2025-01-23 13:18:13,Beijing,21\u00baC
2025-01-23 13:18:14,Chicago,22\u00baC
2025-01-23 13:18:14,Beijing,26\u00baC
2025-01-23 13:18:15,Chicago,21\u00baC
2025-01-23 13:18:15,Seoul,29\u00baC
2025-01-23 13:18:16,Minneapolis,31\u00baC
2025-01-23 13:18:16,Seoul,29\u00baC
2025-01-23 13:18:17,Minneapolis,20\u00baC
2025-01-23 13:18:17,Beijing,20\u00baC
2025-01-23 13:18:18,Minneapolis,25\u00baC
2025-01-23 13:18:18,Pittsburgh,25\u00baC
2025-01-23 13:18:19,Chicago,20\u00baC
2025-01-23 13:18:19,Pittsburgh,18\u00baC
2025-01-23 13:18:20,Chicago,30\u00baC
2025-01-23 13:18:20,Seoul,27\u00baC
2025-01-23 13:18:21,Chicago,21\u00baC
2025-01-23 13:18:22,Minneapolis,26\u00baC
2025-01-23 13:22:47,Seoul,30\u00baC
2025-01-23 13:22:48,Seoul,30\u00baC
